Timestamp,GHI_MEAN,DNI_MEAN,DHI_MEAN,ModA_MEAN,ModB_MEAN,Tamb_MEAN,RH_MEAN,WSgust_MEAN,BP_MEAN,Precipitation_SUM,TModA_MEAN,TModB_MEAN,WS_MEAN,WD_CIRC_MEAN
2021-09-20 00:00:00,-1.0,-0.2,-1.2,0.0,0.0,22.2,93.8,0.5,947.5,0.0,21.5,21.8,0.3,314.6
2021-09-20 01:00:00,-0.9,-0.2,-1.2,0.0,0.0,22.4,92.9,0.7,947.0,0.0,21.8,22.2,0.4,287.2
2021-09-20 02:00:00,-1.4,-0.4,-1.6,0.0,0.0,21.6,93.9,0.5,946.3,0.0,20.3,20.6,0.3,304.1
2021-09-20 03:00:00,-1.8,-0.4,-2.0,0.0,0.0,20.6,96.2,0.8,945.7,0.0,19.5,19.9,0.5,276.1
2021-09-20 04:00:00,-1.9,-0.4,-2.1,0.0,0.0,20.9,95.4,1.1,945.6,0.0,19.9,20.1,0.7,255.7
2021-09-20 05:00:00,-1.8,-0.3,-2.0,0.0,0.0,20.3,97.7,0.1,945.9,0.0,19.4,19.8,0.0,357.5
2021-09-20 06:00:00,35.9,24.9,32.3,35.0,35.3,20.7,98.0,0.1,945.6,0.0,20.5,21.5,0.1,0.6
2021-09-20 07:00:00,237.7,283.8,143.5,217.8,216.7,23.5,88.0,0.7,947.8,0.0,26.2,33.2,0.3,338.5
2021-09-20 08:00:00,457.7,444.4,214.5,435.4,433.6,26.7,71.2,0.9,948.7,0.0,44.7,52.4,0.5,352.8
2021-09-20 09:00:00,613.2,422.5,299.4,593.6,594.4,28.6,61.9,1.4,949.0,0.0,59.7,58.4,0.8,67.9
2021-09-20 10:00:00,809.3,559.4,308.1,779.6,785.2,30.1,56.5,1.4,949.0,0.0,72.2,67.3,0.7,106.7
2021-09-20 11:00:00,844.2,440.1,415.0,812.9,814.1,31.1,57.6,2.2,948.4,0.0,74.8,68.7,1.4,25.5
2021-09-20 12:00:00,751.4,354.9,399.7,719.1,718.8,31.1,58.1,3.0,947.7,0.0,67.0,61.3,2.1,353.0
2021-09-20 13:00:00,752.9,382.9,394.1,714.2,713.8,31.9,54.6,3.2,946.6,0.0,69.2,61.4,2.2,37.7
2021-09-20 14:00:00,814.5,475.2,423.8,771.5,772.3,32.2,52.9,3.5,945.6,0.0,70.8,60.0,2.5,22.6
2021-09-20 15:00:00,363.3,86.3,306.2,337.5,335.2,31.1,55.7,3.0,945.0,0.0,51.1,46.0,2.2,19.1
2021-09-20 16:00:00,189.0,50.0,168.4,170.3,169.1,30.0,61.9,2.8,944.3,0.0,40.7,36.7,2.2,47.3
2021-09-20 17:00:00,97.8,7.9,96.5,88.4,87.8,29.6,63.0,1.9,944.0,0.0,35.5,34.1,1.4,48.9
2021-09-20 18:00:00,2.8,-0.2,2.5,3.8,3.7,27.8,73.7,0.2,944.8,0.0,27.5,27.8,0.1,5.7
2021-09-20 19:00:00,-1.1,-0.2,-1.4,0.0,0.0,26.6,80.3,0.3,945.8,0.0,26.1,26.5,0.2,17.0
2021-09-20 20:00:00,-1.2,-0.8,-1.5,0.0,0.0,25.8,82.5,2.2,946.9,1.6,25.4,25.8,1.5,334.3
2021-09-20 21:00:00,-0.5,-0.6,-0.6,0.0,0.0,23.2,86.3,3.2,948.0,0.0,22.5,22.8,2.4,259.3
2021-09-20 22:00:00,-0.8,-0.3,-1.0,0.0,0.0,22.6,90.9,1.3,948.0,0.0,22.0,22.3,0.9,226.0
2021-09-20 23:00:00,-0.6,-0.3,-0.8,0.0,0.0,24.0,86.0,3.2,948.0,0.1,23.6,24.0,2.3,156.5
2021-09-21 00:00:00,-1.1,-0.3,-1.3,0.0,0.0,23.3,85.4,2.0,947.5,0.0,23.0,23.4,1.5,340.9
2021-09-21 01:00:00,-1.8,-0.4,-2.1,0.0,0.0,22.8,91.2,2.3,947.0,0.0,22.5,22.9,1.8,184.8
2021-09-21 02:00:00,-1.0,-0.4,-1.2,0.0,0.0,23.7,92.6,3.6,947.0,0.0,23.3,23.6,2.7,188.2
2021-09-21 03:00:00,-0.9,-0.3,-1.1,0.0,0.0,23.7,93.8,3.5,947.0,0.0,23.5,23.8,2.6,191.6
2021-09-21 04:00:00,-0.8,-0.2,-1.0,0.0,0.0,23.6,95.0,2.6,947.0,0.0,23.6,23.9,1.9,194.0
2021-09-21 05:00:00,-0.8,-0.2,-1.0,0.0,0.0,23.6,95.4,1.7,947.0,0.0,23.6,23.9,1.0,182.5
2021-09-21 06:00:00,17.0,-0.1,16.9,17.6,17.8,23.8,95.1,0.9,947.0,0.0,24.1,24.3,0.5,195.7
2021-09-21 07:00:00,105.4,0.2,105.9,99.3,100.0,24.7,93.1,0.3,947.5,0.0,29.0,28.7,0.2,359.0
2021-09-21 08:00:00,251.1,5.2,250.3,235.1,236.6,26.1,88.3,1.2,948.0,0.0,38.3,38.0,0.6,227.5
2021-09-21 09:00:00,511.1,63.2,464.0,485.0,488.0,28.1,77.4,2.8,948.0,0.0,53.1,51.9,2.0,193.0
2021-09-21 10:00:00,617.3,47.7,577.0,590.4,594.7,29.5,68.2,3.7,948.0,0.0,59.1,54.8,2.8,156.5
2021-09-21 11:00:00,908.4,617.1,300.0,874.6,886.7,30.6,66.0,4.2,947.9,0.0,71.7,63.6,3.1,154.3
2021-09-21 12:00:00,1008.2,836.0,179.1,974.4,980.3,31.9,60.4,4.2,946.8,0.0,78.3,66.1,3.1,150.8
2021-09-21 13:00:00,901.5,716.4,231.2,868.8,873.9,32.7,56.4,3.6,945.7,0.0,76.5,62.1,2.5,144.2
2021-09-21 14:00:00,781.7,674.0,231.1,747.2,751.1,32.6,55.4,4.0,945.0,0.0,70.3,53.9,3.1,136.5
2021-09-21 15:00:00,508.8,483.6,202.9,477.1,476.7,32.3,54.8,3.2,944.1,0.0,59.8,46.0,2.4,148.6
2021-09-21 16:00:00,370.0,473.8,165.5,332.0,332.8,32.7,53.7,2.2,944.0,0.0,56.7,42.3,1.5,127.4
2021-09-21 17:00:00,171.5,202.1,122.6,150.2,150.9,31.8,56.8,2.7,944.0,0.0,44.3,36.7,2.1,136.9
2021-09-21 18:00:00,0.3,-0.1,0.0,1.6,1.6,29.0,67.3,3.1,945.0,0.0,29.0,29.3,2.4,170.1
2021-09-21 19:00:00,-1.2,-0.1,-1.3,0.0,0.0,27.9,71.6,4.6,946.0,0.0,27.9,28.2,3.4,188.2
2021-09-21 20:00:00,-1.4,0.5,-1.6,0.0,0.0,23.1,84.5,9.7,947.7,4.1,23.2,23.5,7.4,30.1
2021-09-21 21:00:00,-0.5,0.0,-0.6,0.0,0.0,21.2,93.3,6.4,949.5,3.9,21.3,21.7,4.7,104.1
2021-09-21 22:00:00,-0.7,-0.1,-0.8,0.0,0.0,21.2,92.7,3.8,948.8,2.2,21.2,21.6,2.9,99.1
2021-09-21 23:00:00,-0.6,-0.2,-0.8,0.0,0.0,21.1,92.8,4.6,950.0,1.1,21.1,21.4,3.4,72.6
2021-09-22 00:00:00,-0.7,-0.2,-0.8,0.0,0.0,21.0,95.3,0.7,948.5,0.0,20.9,21.2,0.4,11.5
2021-09-22 01:00:00,-0.5,-0.2,-0.6,0.0,0.0,21.1,96.1,1.0,948.0,0.1,21.0,21.3,0.5,324.9
2021-09-22 02:00:00,-0.6,-0.2,-0.6,0.0,0.0,21.4,95.9,3.4,948.0,0.0,21.4,21.7,2.1,268.6
2021-09-22 03:00:00,-0.9,-0.1,-0.8,0.0,0.0,21.2,96.9,1.6,948.2,7.8,21.4,21.8,1.0,282.0
2021-09-22 04:00:00,-1.3,-0.1,-1.0,0.0,0.0,20.9,98.5,1.1,948.0,1.2,21.2,21.5,0.5,237.8
2021-09-22 05:00:00,-2.1,-0.1,-1.8,0.0,0.0,21.0,98.8,0.7,948.6,17.7,21.4,21.8,0.4,359.0
2021-09-22 06:00:00,-2.9,-0.0,-3.0,0.7,0.7,20.9,99.3,0.8,949.0,10.1,21.4,21.7,0.5,334.2
2021-09-22 07:00:00,17.5,0.0,17.5,20.9,21.1,21.0,99.4,1.7,949.1,2.6,21.8,22.1,0.8,268.7
2021-09-22 08:00:00,39.5,0.1,39.7,46.5,46.9,21.3,98.9,2.0,950.0,3.6,22.8,23.0,1.2,283.2
2021-09-22 09:00:00,56.3,0.0,56.6,61.0,61.3,21.5,98.5,1.2,950.2,4.8,23.5,23.8,0.7,303.4
2021-09-22 10:00:00,73.0,0.2,73.3,79.4,79.9,21.4,98.5,0.6,951.0,6.6,24.1,24.1,0.4,18.6
2021-09-22 11:00:00,212.6,0.7,212.8,224.3,227.1,21.7,98.1,1.8,950.1,0.6,29.6,28.4,1.2,133.9
2021-09-22 12:00:00,352.6,2.2,351.9,352.6,355.6,22.8,95.4,2.3,949.8,0.1,36.5,33.9,1.6,117.6
2021-09-22 13:00:00,256.9,1.2,257.8,262.1,263.3,23.4,93.5,2.3,948.3,0.2,33.4,32.4,1.5,202.8
2021-09-22 14:00:00,232.0,1.1,232.8,238.7,240.3,23.6,91.1,2.4,947.3,0.2,32.0,31.1,1.5,226.8
2021-09-22 15:00:00,305.3,28.1,290.3,293.4,295.4,24.1,89.3,3.2,945.9,0.3,34.3,31.8,2.2,277.3
2021-09-22 16:00:00,278.5,199.6,205.1,249.1,250.6,24.6,85.4,2.8,945.0,0.0,40.4,31.4,1.7,317.9
2021-09-22 17:00:00,120.6,70.6,102.9,112.8,113.5,25.0,81.5,1.7,945.3,0.0,34.8,31.1,1.1,348.5
2021-09-22 18:00:00,5.3,0.0,4.9,9.9,10.0,23.6,89.7,3.2,945.9,0.0,24.2,24.6,2.4,12.7
2021-09-22 19:00:00,-5.0,-0.1,-5.7,0.0,0.0,22.8,93.5,2.6,947.2,0.0,22.6,23.0,2.0,42.8
2021-09-22 20:00:00,-4.6,-0.1,-5.4,0.0,0.0,22.7,94.8,4.0,948.8,0.0,22.8,23.2,3.0,51.2
2021-09-22 21:00:00,-5.1,-0.2,-5.9,0.0,0.0,22.8,94.5,2.9,950.8,0.0,23.0,23.4,2.2,63.9
2021-09-22 22:00:00,-6.4,-0.2,-7.0,0.0,0.0,22.6,95.6,1.5,950.6,0.0,22.4,22.8,1.0,46.2
2021-09-22 23:00:00,-7.0,-0.3,-7.1,0.0,0.0,22.1,96.9,0.1,950.0,0.0,21.7,22.1,0.0,4.4
2021-09-23 00:00:00,-6.7,-0.2,-6.8,0.0,0.0,22.0,97.5,0.1,950.0,0.0,21.9,22.2,0.0,356.2
2021-09-23 01:00:00,-6.4,-0.2,-6.6,0.0,0.0,21.5,93.9,1.3,949.0,0.0,21.1,21.5,0.6,1.6
2021-09-23 02:00:00,-5.7,-0.1,-5.9,0.0,0.0,21.1,92.0,1.0,948.6,0.0,20.6,21.0,0.5,346.9
2021-09-23 03:00:00,-6.0,-0.1,-5.2,0.0,0.0,21.0,90.8,1.3,948.0,0.0,20.5,20.8,0.6,324.4
2021-09-23 04:00:00,-6.9,-0.2,-4.0,0.0,0.0,20.4,95.5,0.0,948.0,0.0,20.0,20.3,0.0,0.0
2021-09-23 05:00:00,-6.6,-0.2,-2.8,0.0,0.0,20.2,98.1,0.0,948.0,0.0,20.0,20.3,0.0,359.4
2021-09-23 06:00:00,69.3,208.3,47.3,66.4,67.0,20.7,95.6,0.4,947.4,0.0,21.5,23.2,0.2,329.8
2021-09-23 07:00:00,267.8,219.6,205.7,254.5,255.9,23.2,89.2,1.5,948.0,0.0,30.8,36.9,0.8,178.8
2021-09-23 08:00:00,488.3,360.5,286.4,465.8,466.6,24.9,85.5,3.4,948.9,0.0,44.6,49.0,2.5,168.9
2021-09-23 09:00:00,566.8,78.3,511.3,542.7,546.8,25.8,82.5,3.5,949.0,0.0,52.3,50.0,2.5,159.0
2021-09-23 10:00:00,647.1,67.0,589.9,620.0,627.9,27.0,77.6,3.3,949.0,0.0,58.9,54.2,2.4,175.5
2021-09-23 11:00:00,664.3,29.0,639.8,637.6,642.0,27.9,73.1,3.6,948.7,0.0,61.6,55.7,2.8,189.0
2021-09-23 12:00:00,581.3,5.6,580.3,549.4,551.5,28.8,70.4,2.7,948.0,0.0,60.1,54.8,1.8,180.5
2021-09-23 13:00:00,359.1,1.7,360.8,346.6,347.5,29.3,68.9,1.6,947.2,0.0,51.2,47.0,0.9,166.2
2021-09-23 14:00:00,381.7,3.1,383.0,354.8,354.5,28.7,71.1,1.1,946.8,0.0,50.4,47.5,0.5,214.4
2021-09-23 15:00:00,405.6,102.3,347.9,383.7,383.9,29.2,69.0,2.0,946.0,0.0,50.4,45.9,1.2,314.5
2021-09-23 16:00:00,332.0,337.0,180.6,304.4,305.5,29.0,67.5,2.8,946.0,0.0,50.7,39.3,2.0,6.5
2021-09-23 17:00:00,55.5,2.1,55.2,51.7,51.5,27.9,72.3,0.8,946.1,0.0,31.9,30.8,0.4,341.4
2021-09-23 18:00:00,0.3,-0.1,0.0,1.2,1.1,27.0,80.9,0.6,947.0,0.0,27.1,27.4,0.3,340.3
2021-09-23 19:00:00,-0.3,0.4,-0.3,0.0,0.0,24.0,87.1,5.1,947.6,16.1,23.9,24.1,3.7,54.2
2021-09-23 20:00:00,0.1,0.0,0.2,0.0,0.0,22.1,92.8,1.5,948.3,0.0,22.5,22.9,0.9,301.5
2021-09-23 21:00:00,-0.3,0.0,0.1,0.0,0.0,21.8,93.2,2.2,949.2,0.0,21.8,22.2,1.5,203.1
2021-09-23 22:00:00,-0.1,-0.1,-0.3,0.0,0.0,21.7,93.5,1.5,950.0,0.0,21.6,22.0,0.8,253.6
2021-09-23 23:00:00,-0.3,-0.1,-0.7,0.0,0.0,21.6,96.4,0.4,949.3,0.0,21.6,21.9,0.2,326.3
2021-09-24 00:00:00,-0.4,-0.1,-0.7,0.0,0.0,21.6,95.1,2.5,949.1,0.0,21.4,21.7,1.8,227.3
2021-09-24 01:00:00,-0.8,-0.2,-1.1,0.0,0.0,21.3,93.3,2.4,948.8,0.0,20.7,21.0,1.6,204.1
2021-09-24 02:00:00,-0.8,-0.2,-1.1,0.0,0.0,21.1,92.9,1.3,948.0,0.0,20.3,20.6,0.9,234.8
2021-09-24 03:00:00,-0.8,-0.2,-1.0,0.0,0.0,21.3,89.9,2.3,948.0,0.0,20.5,20.7,1.4,204.7
2021-09-24 04:00:00,-0.8,-0.1,-1.0,0.0,0.0,21.3,90.4,1.8,948.0,0.0,20.7,21.1,1.0,193.9
2021-09-24 05:00:00,-0.9,-0.2,-1.1,0.0,0.0,21.0,94.2,0.0,948.0,0.0,20.5,20.9,0.0,0.0
2021-09-24 06:00:00,23.9,1.7,23.6,23.0,23.2,21.1,93.5,0.8,948.0,0.0,21.1,21.5,0.3,325.9
2021-09-24 07:00:00,147.4,30.5,136.4,136.6,137.8,22.4,89.6,0.5,948.7,0.0,28.2,29.4,0.1,320.1
2021-09-24 08:00:00,326.5,189.8,217.3,308.4,310.0,23.9,83.8,1.0,949.0,0.0,38.1,40.5,0.5,267.5
2021-09-24 09:00:00,608.2,470.1,254.2,594.3,597.3,26.1,74.9,1.2,949.0,0.0,55.7,56.2,0.5,235.4
2021-09-24 10:00:00,859.5,690.6,240.7,836.9,847.1,28.3,69.1,1.3,949.1,0.0,74.4,69.8,0.6,193.8
2021-09-24 11:00:00,976.5,781.0,218.0,943.8,953.0,29.9,61.7,2.1,949.0,0.0,79.0,68.5,1.4,134.2
2021-09-24 12:00:00,856.3,408.0,450.7,820.4,826.7,31.3,54.5,2.0,948.3,0.0,76.0,65.8,1.3,112.6
2021-09-24 13:00:00,650.6,138.2,525.1,627.6,631.6,31.0,55.4,2.6,947.5,0.0,63.8,53.6,1.9,119.5
2021-09-24 14:00:00,761.0,605.4,270.1,736.6,743.3,31.4,55.4,2.5,947.0,0.0,70.2,52.9,1.8,120.8
2021-09-24 15:00:00,592.4,644.2,180.6,562.6,566.5,31.7,54.5,2.1,946.5,0.0,67.4,49.3,1.4,95.0
2021-09-24 16:00:00,364.5,584.3,112.8,325.7,328.8,30.9,56.5,3.7,946.0,0.0,55.1,39.7,2.8,93.0
2021-09-24 17:00:00,114.7,253.7,58.8,90.0,91.6,29.5,63.7,2.6,946.0,0.0,37.2,31.6,2.0,98.7
2021-09-24 18:00:00,0.4,-0.2,0.2,1.8,1.8,26.8,76.5,1.7,946.4,0.0,25.6,25.9,1.2,97.5
2021-09-24 19:00:00,-1.5,-0.3,-1.8,0.0,0.0,24.8,87.3,0.5,947.6,0.0,23.4,23.8,0.3,31.7
2021-09-24 20:00:00,-1.5,-0.4,-1.7,0.0,0.0,23.6,93.6,0.0,948.0,0.0,22.6,22.9,0.0,0.0
2021-09-24 21:00:00,-1.4,-0.4,-1.6,0.0,0.0,23.1,95.3,0.4,948.9,0.0,22.3,22.7,0.2,20.4
2021-09-24 22:00:00,-1.3,-0.3,-1.5,0.0,0.0,23.9,93.1,2.7,949.6,0.0,23.1,23.4,1.9,193.9
2021-09-24 23:00:00,-1.3,-0.3,-1.5,0.0,0.0,23.9,93.9,4.1,950.0,0.0,23.4,23.7,3.1,189.5
2021-09-25 00:00:00,-1.1,-0.1,-1.2,0.0,0.0,22.6,90.6,5.6,949.6,0.0,21.9,22.2,4.2,172.0
2021-09-25 01:00:00,-1.3,-0.3,-1.5,0.0,0.0,21.0,91.0,1.4,949.0,0.0,19.8,20.1,0.7,213.3
2021-09-25 02:00:00,-1.3,-0.4,-1.5,0.0,0.0,20.7,90.4,1.2,948.1,0.0,19.3,19.6,0.7,297.9
2021-09-25 03:00:00,-1.3,-0.3,-1.4,0.0,0.0,20.4,88.4,1.8,947.7,0.0,18.8,19.1,1.2,274.5
2021-09-25 04:00:00,-1.0,-0.2,-1.2,0.0,0.0,20.2,91.1,1.4,947.6,0.0,19.3,19.5,0.9,250.5
2021-09-25 05:00:00,-1.0,-0.2,-1.2,0.0,0.0,20.3,88.0,1.2,948.0,0.0,19.3,19.6,0.7,192.9
2021-09-25 06:00:00,29.9,-0.1,30.0,27.6,28.0,21.3,80.3,2.3,948.0,0.0,20.7,20.8,1.6,217.5
2021-09-25 07:00:00,157.1,20.4,150.9,143.3,144.6,22.1,82.1,1.0,948.4,0.0,28.6,29.6,0.5,250.5
2021-09-25 08:00:00,151.8,0.9,152.6,141.3,142.4,23.4,77.9,2.6,949.1,0.0,31.6,31.9,1.8,261.7
2021-09-25 09:00:00,254.3,1.4,255.5,239.4,241.0,24.6,74.5,2.4,950.0,0.0,37.0,36.6,1.5,260.1
2021-09-25 10:00:00,371.3,1.6,372.3,353.4,356.1,25.9,72.9,1.8,950.0,0.0,43.7,42.1,1.2,249.1
2021-09-25 11:00:00,740.3,146.0,599.4,709.3,715.3,28.7,60.9,1.6,949.7,0.0,66.5,60.8,0.9,262.2
2021-09-25 12:00:00,950.1,480.7,476.8,920.3,928.4,30.9,54.6,1.8,948.9,0.0,78.9,69.1,1.1,205.8
2021-09-25 13:00:00,738.5,279.8,476.8,703.4,707.7,31.0,54.8,2.3,948.0,0.0,67.7,61.5,1.4,330.5
2021-09-25 14:00:00,743.0,493.8,351.9,701.2,709.8,31.2,55.5,2.6,947.0,0.0,68.1,55.6,1.7,351.9
2021-09-25 15:00:00,581.9,431.7,297.7,546.0,548.3,30.9,55.7,2.9,947.0,0.0,61.8,49.0,2.0,341.5
2021-09-25 16:00:00,313.9,325.2,181.1,278.6,279.5,30.0,58.2,2.7,947.0,0.0,48.9,38.7,1.8,340.5
2021-09-25 17:00:00,63.1,36.5,57.5,53.5,53.3,28.5,64.5,2.3,947.0,0.0,32.6,30.9,1.5,348.6
2021-09-25 18:00:00,2.0,-0.3,1.8,3.4,3.3,26.6,74.1,1.9,947.0,0.0,25.2,25.6,1.3,10.4
2021-09-25 19:00:00,-1.8,-0.4,-2.0,0.0,0.0,25.1,83.6,0.8,947.3,0.0,23.1,23.6,0.5,6.7
2021-09-25 20:00:00,-1.6,-0.4,-1.8,0.0,0.0,23.1,93.1,0.1,948.0,0.0,21.8,22.2,0.0,356.5
2021-09-25 21:00:00,-1.5,-0.4,-1.7,0.0,0.0,22.3,96.1,0.4,949.0,0.0,21.4,21.8,0.3,352.1
2021-09-25 22:00:00,-1.6,-0.4,-1.8,0.0,0.0,23.2,89.1,3.7,949.0,0.0,21.8,22.1,2.8,190.0
2021-09-25 23:00:00,-1.7,-0.4,-1.8,0.0,0.0,23.1,88.7,3.4,949.0,0.0,21.6,21.8,2.6,198.0
2021-09-26 00:00:00,-1.7,-0.4,-1.8,0.0,0.0,22.8,92.6,4.3,949.0,0.0,21.8,22.1,3.1,189.1
2021-09-26 01:00:00,-1.8,-0.4,-1.9,0.0,0.0,22.6,93.7,3.7,948.0,0.0,21.8,22.0,2.7,203.7
2021-09-26 02:00:00,-1.8,-0.4,-2.0,0.0,0.0,22.3,93.8,2.3,947.5,0.0,21.2,21.3,1.5,272.8
2021-09-26 03:00:00,-1.7,-0.3,-1.8,0.0,0.0,21.3,96.9,1.0,947.0,0.0,20.3,20.6,0.6,293.7
2021-09-26 04:00:00,-1.6,-0.3,-1.8,0.0,0.0,20.0,98.4,0.0,947.2,0.0,18.7,19.2,0.0,359.7
2021-09-26 05:00:00,-1.4,-0.3,-1.6,0.0,0.0,20.5,99.4,0.4,948.0,0.0,19.6,19.9,0.2,352.4
2021-09-26 06:00:00,33.4,5.6,30.3,32.2,32.0,20.8,99.5,0.2,948.0,0.0,20.7,21.2,0.1,350.4
2021-09-26 07:00:00,223.3,197.9,133.8,213.0,211.9,21.9,99.0,1.8,948.6,0.0,24.9,29.4,1.2,196.5
2021-09-26 08:00:00,500.8,588.0,176.5,487.9,485.6,24.3,91.4,1.5,949.4,0.0,40.1,49.9,0.8,194.2
2021-09-26 09:00:00,701.2,654.6,216.3,689.6,691.7,27.0,81.2,1.1,950.0,0.0,63.4,62.0,0.5,156.2
2021-09-26 10:00:00,876.6,689.4,268.6,859.9,867.9,29.3,68.3,2.8,950.0,0.0,71.2,66.3,1.9,34.9
2021-09-26 11:00:00,907.5,655.4,272.7,885.1,888.9,30.2,62.7,3.1,949.2,0.0,70.3,65.7,2.2,346.0
2021-09-26 12:00:00,911.3,654.0,271.1,890.1,894.8,31.4,56.1,2.9,948.3,0.0,76.3,66.2,1.9,39.9
2021-09-26 13:00:00,935.4,751.3,239.9,910.7,916.4,32.3,53.1,3.1,947.4,0.0,79.6,64.9,2.2,48.4
2021-09-26 14:00:00,659.6,538.0,220.5,638.0,641.2,32.2,51.6,2.9,946.6,0.0,69.3,54.2,2.1,51.1
2021-09-26 15:00:00,551.6,519.3,220.9,523.1,523.9,32.2,52.6,2.4,946.0,0.0,64.3,49.0,1.6,55.1
2021-09-26 16:00:00,338.3,411.5,166.2,303.8,304.2,32.0,54.5,2.8,945.5,0.0,56.2,42.2,2.0,61.6
2021-09-26 17:00:00,118.5,162.7,83.0,98.7,98.9,30.4,58.8,2.6,945.1,0.0,39.9,34.3,1.9,36.2
2021-09-26 18:00:00,1.7,-0.3,1.4,3.0,3.0,28.0,69.1,1.6,946.1,0.2,27.7,28.0,1.2,16.5
2021-09-26 19:00:00,-1.4,0.0,-1.2,0.0,0.0,23.3,78.4,8.6,946.9,22.3,22.3,22.9,6.5,200.6
2021-09-26 20:00:00,-0.4,-0.3,-1.6,0.0,0.0,22.3,79.8,2.8,947.2,0.0,22.1,22.8,2.0,252.8
2021-09-26 21:00:00,-3.8,-0.3,-4.7,0.0,0.0,21.9,87.3,1.5,948.0,0.0,21.7,22.2,0.8,204.3
2021-09-26 22:00:00,-4.8,-0.4,-5.7,0.0,0.0,21.9,91.7,1.5,948.7,0.0,21.1,21.4,0.9,211.4
2021-09-26 23:00:00,-5.2,-0.3,-5.8,0.0,0.0,23.4,94.4,3.4,948.6,0.0,22.8,23.1,2.4,184.7
2021-09-27 00:00:00,-6.2,-0.3,-6.7,0.0,0.0,22.9,96.0,1.3,948.0,0.0,22.1,22.6,0.7,180.9
2021-09-27 01:00:00,-6.6,-0.3,-7.0,0.0,0.0,22.7,97.3,1.7,947.6,0.0,22.0,22.3,0.8,201.0
2021-09-27 02:00:00,-7.0,-0.3,-7.5,0.0,0.0,22.0,98.3,0.5,947.0,0.0,21.1,21.5,0.2,359.9
2021-09-27 03:00:00,-7.2,-0.3,-7.7,0.0,0.0,22.2,99.0,1.9,947.0,0.0,21.7,22.1,0.9,176.4
2021-09-27 04:00:00,-7.1,-0.2,-7.7,0.0,0.0,22.2,98.0,1.8,947.0,0.0,21.6,21.9,1.1,200.1
2021-09-27 05:00:00,-7.1,-0.2,-7.6,0.1,0.1,21.7,98.4,0.3,947.0,0.0,20.9,21.2,0.1,353.5
2021-09-27 06:00:00,30.2,11.3,23.6,34.3,34.3,21.4,99.3,0.0,947.3,0.0,21.1,22.0,0.0,0.0
2021-09-27 07:00:00,234.0,271.7,109.6,225.3,226.2,23.1,97.1,0.1,948.0,0.0,26.1,33.5,0.0,355.4
2021-09-27 08:00:00,495.9,606.7,153.9,486.4,485.8,25.5,86.3,1.3,948.5,0.0,40.3,51.6,0.7,248.0
2021-09-27 09:00:00,719.2,722.4,182.2,710.8,714.6,27.5,79.0,1.7,949.0,0.0,63.0,62.6,1.1,204.7
2021-09-27 10:00:00,725.5,469.9,317.4,700.6,710.4,29.2,71.6,1.0,949.0,0.0,70.9,66.5,0.5,133.5
2021-09-27 11:00:00,606.4,260.0,355.1,590.7,595.2,30.1,68.6,1.9,948.4,0.0,61.1,55.5,1.1,352.7
2021-09-27 12:00:00,653.6,294.5,366.0,634.0,637.4,30.5,63.5,2.8,947.6,0.0,62.2,56.7,1.9,351.1
2021-09-27 13:00:00,623.6,391.1,260.4,603.9,607.3,31.1,60.0,3.4,946.7,0.0,64.6,55.1,2.4,47.9
2021-09-27 14:00:00,583.1,436.6,228.8,566.4,569.5,31.1,58.8,3.3,945.5,0.0,60.3,49.0,2.4,45.1
2021-09-27 15:00:00,397.7,302.9,203.7,380.5,381.3,31.3,57.0,2.6,945.0,0.0,54.7,43.9,1.9,64.4
2021-09-27 16:00:00,134.7,39.0,116.8,126.8,126.8,30.2,62.5,2.8,944.1,0.0,39.9,36.2,2.0,107.1
2021-09-27 17:00:00,6.2,0.2,6.1,8.6,8.7,22.1,86.1,9.2,945.8,40.8,21.9,22.2,7.2,72.9
2021-09-27 18:00:00,-2.6,-0.2,-2.9,0.3,0.3,20.5,94.7,2.8,945.8,2.3,20.6,20.9,1.8,327.6
2021-09-27 19:00:00,-3.4,-0.0,-3.4,0.0,0.0,21.3,93.1,1.5,946.6,0.0,21.2,21.6,1.0,346.5
2021-09-27 20:00:00,-4.0,-0.2,-4.1,0.0,0.0,21.7,95.3,0.7,946.8,0.0,21.5,21.9,0.5,332.9
2021-09-27 21:00:00,-2.3,0.1,-2.4,0.0,0.0,22.3,90.4,3.4,947.8,0.0,22.4,22.9,2.4,25.3
2021-09-27 22:00:00,-1.9,0.0,-1.8,0.0,0.0,21.5,87.1,5.8,948.5,11.3,21.5,21.8,4.2,288.5
2021-09-27 23:00:00,-2.3,-0.4,-2.5,0.0,0.0,21.1,91.6,2.9,947.9,0.5,21.0,21.2,2.0,288.6
2021-09-28 00:00:00,-3.4,-0.2,-3.9,0.0,0.0,21.0,92.5,1.1,947.0,0.0,20.9,21.3,0.7,320.4
2021-09-28 01:00:00,-4.5,-0.2,-5.1,0.0,0.0,20.7,96.3,0.2,946.0,0.0,20.4,20.7,0.1,358.6
2021-09-28 02:00:00,-5.2,-0.3,-5.7,0.0,0.0,20.5,96.7,0.0,946.0,0.0,20.0,20.3,0.0,359.0
2021-09-28 03:00:00,-5.6,-0.3,-5.9,0.0,0.0,20.2,97.7,0.0,946.0,0.0,19.7,20.1,0.0,359.1
